Rk,Date,Team,H/A,Opponent,Result,Win/Loss,Team Points,Opponent Points,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_Tot,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Season,Custom,WINS,Losses
1,9/4/2021 0:00,Texas Tech,N,Houston,W (38-21),W,38,21,17,24,70.8,231,1,28,145,5.2,3,52,376,7.2,7,6,2,15,6,47,1,0,1,2021,,1,0
2,9/11/2021 0:00,Texas Tech,Home,Stephen F. Austin,W (28-22),W,28,22,12,22,54.5,174,1,28,190,6.8,3,50,364,7.3,4,7,0,11,6,70,2,2,4,2021,,1,0
3,9/18/2021 0:00,Texas Tech,Home,Florida International,W (54-21),W,54,21,27,37,73,407,4,37,177,4.8,2,74,584,7.9,17,11,3,31,9,75,1,0,1,2021,,1,0
4,9/25/2021 0:00,Texas Tech,Away,Texas,L (35-70),L,35,70,27,35,77.1,392,3,33,128,3.9,2,68,520,7.6,12,7,1,20,7,59,0,2,2,2021,Big 12,0,1
5,10/2/2021 0:00,Texas Tech,Away,West Virginia,W (23-20),W,23,20,23,35,65.7,266,0,30,80,2.7,2,65,346,5.3,13,7,0,20,2,20,0,1,1,2021,Big 12,1,0
6,10/9/2021 0:00,Texas Tech,Home,TCU,L (31-52),L,31,52,23,41,56.1,344,0,37,214,5.8,4,78,558,7.2,15,10,1,26,4,25,0,1,1,2021,Big 12,0,1
7,10/16/2021 0:00,Texas Tech,Away,Kansas,W (41-14),W,41,14,18,25,72,194,1,41,246,6,4,66,440,6.7,8,15,0,23,1,5,1,1,2,2021,Big 12,1,0
8,10/23/2021 0:00,Texas Tech,Home,Kansas State,L (24-25),L,24,25,10,19,52.6,148,0,37,170,4.6,3,56,318,5.7,5,7,2,14,5,40,0,1,1,2021,Big 12,0,1
9,10/30/2021 0:00,Texas Tech,Away,Oklahoma,L (21-52),L,21,52,24,34,70.6,269,2,32,104,3.3,1,66,373,5.7,12,7,3,22,6,50,1,2,3,2021,Big 12,0,1
10,11/13/2021 0:00,Texas Tech,Home,Iowa State,W (41-38),W,41,38,25,33,75.8,322,3,34,207,6.1,2,67,529,7.9,12,10,1,23,5,50,0,1,1,2021,Big 12,1,0
11,11/20/2021 0:00,Texas Tech,Home,Oklahoma State,L (0-23),L,0,23,10,32,31.3,83,0,26,25,1,0,58,108,1.9,5,1,4,10,8,51,1,0,1,2021,Big 12,0,1
12,11/27/2021 0:00,Texas Tech,Away,Baylor,L (24-27),L,24,27,15,24,62.5,262,2,28,124,4.4,1,52,386,7.4,9,6,1,16,3,38,2,0,2,2021,Big 12,0,1
13,12/28/2021 0:00,Texas Tech,N,Mississippi State*,W (34-7),W,34,7,15,28,53.6,252,1,44,260,5.9,3,72,512,7.1,11,13,0,24,6,50,0,0,0,2021,,1,0
1,9/3/2022 0:00,Texas Tech,Home,Murray State,W (63-10),W,63,10,27,36,75,472,6,29,133,4.6,3,65,605,9.3,21,7,1,29,9,65,0,1,1,2022,,1,0
2,9/10/2022 0:00,Texas Tech,Home,Houston,W (33-30),W,33,30,36,59,61,350,2,44,118,2.7,2,103,468,4.5,17,13,5,35,6,44,0,3,3,2022,,1,0
3,9/17/2022 0:00,Texas Tech,Away,North Carolina State,L (14-27),L,14,27,25,43,58.1,299,1,26,54,2.1,1,69,353,5.1,13,5,2,20,7,69,1,3,4,2022,,0,1
4,9/24/2022 0:00,Texas Tech,Home,Texas,W (37-34),W,37,34,37,55,67.3,331,2,44,148,3.4,2,99,479,4.8,20,9,2,31,5,31,0,0,0,2022,Big 12,1,0
5,10/1/2022 0:00,Texas Tech,Away,Kansas State,L (28-37),L,28,37,34,48,70.8,359,2,34,114,3.4,1,82,473,5.8,16,8,2,26,5,40,2,2,4,2022,Big 12,0,1
6,10/8/2022 0:00,Texas Tech,Away,Oklahoma State,L (31-41),L,31,41,39,63,61.9,379,2,41,148,3.6,2,104,527,5.1,18,9,3,30,6,50,0,1,1,2022,Big 12,0,1
7,10/22/2022 0:00,Texas Tech,Home,West Virginia,W (48-10),W,48,10,32,49,65.3,355,3,54,239,4.4,3,103,594,5.8,17,15,1,33,7,70,0,0,0,2022,Big 12,1,0
8,10/29/2022 0:00,Texas Tech,Home,Baylor,L (17-45),L,17,45,12,38,31.6,159,1,36,149,4.1,1,74,308,4.2,8,12,3,23,4,32,0,5,5,2022,Big 12,0,1
9,11/5/2022 0:00,Texas Tech,Away,TCU,L (24-34),L,24,34,16,32,50,163,2,39,189,4.8,1,71,352,5,5,12,3,20,6,42,0,1,1,2022,Big 12,0,1
10,11/12/2022 0:00,Texas Tech,Home,Kansas,W (43-28),W,43,28,20,34,58.8,246,1,48,264,5.5,4,82,510,6.2,8,17,1,26,6,47,0,0,0,2022,Big 12,1,0
11,11/19/2022 0:00,Texas Tech,Away,Iowa State,W (14-10),W,14,10,15,21,71.4,141,1,38,105,2.8,1,59,246,4.2,7,7,0,14,1,8,1,0,1,2022,Big 12,1,0
12,11/26/2022 0:00,Texas Tech,Home,Oklahoma,W (51-48),W,51,48,31,51,60.8,436,2,44,163,3.7,4,95,599,6.3,20,11,0,31,9,63,1,1,2,2022,Big 12,1,0
13,12/28/2022 0:00,Texas Tech,N,Mississippi*,W (42-25),W,42,25,24,40,60,242,1,48,242,5,3,88,484,5.5,11,11,5,27,3,15,2,1,3,2022,,1,0
1,9/8/2012 0:00,TCU,Home,Grambling State,W (56-0),W,56,0,17,17,100,276,4,40,255,6.4,2,57,531,9.3,11,15,0,26,2,15,1,0,1,2012,,1,0
2,9/15/2012 0:00,TCU,Away,Kansas,W (20-6),W,20,6,24,30,80,335,2,38,152,4,0,68,487,7.2,11,9,1,21,4,50,4,0,4,2012,Big 12,1,0
3,9/22/2012 0:00,TCU,Home,Virginia,W (27-7),W,27,7,21,33,63.6,305,3,31,133,4.3,0,64,438,6.8,12,4,2,18,12,103,1,1,2,2012,,1,0
4,9/29/2012 0:00,TCU,Away,Southern Methodist,W (24-16),W,24,16,12,28,42.9,102,2,47,54,1.1,1,75,156,2.1,4,5,2,11,13,140,2,0,2,2012,,1,0
5,10/6/2012 0:00,TCU,Home,Iowa State,L (23-37),L,23,37,23,40,57.5,270,1,43,185,4.3,1,83,455,5.5,14,8,2,24,6,70,2,3,5,2012,Big 12,0,1
6,10/13/2012 0:00,TCU,Away,Baylor,W (49-21),W,49,21,22,30,73.3,261,4,57,248,4.4,3,87,509,5.9,15,14,0,29,6,50,0,0,0,2012,Big 12,1,0
7,10/20/2012 0:00,TCU,Home,Texas Tech,L (53-56),L,53,56,26,47,55.3,332,4,42,184,4.4,1,89,516,5.8,15,11,2,28,8,62,1,2,3,2012,Big 12,0,1
8,10/27/2012 0:00,TCU,Away,Oklahoma State,L (14-36),L,14,36,24,44,54.5,223,1,27,121,4.5,0,71,344,4.8,10,8,1,19,10,80,1,2,3,2012,Big 12,0,1
9,11/3/2012 0:00,TCU,Away,West Virginia,W (39-38),W,39,38,13,30,43.3,279,3,45,126,2.8,1,75,405,5.4,10,6,1,17,7,60,2,1,3,2012,Big 12,1,0
10,11/10/2012 0:00,TCU,Home,Kansas State,L (10-23),L,10,23,18,33,54.5,178,1,33,96,2.9,0,66,274,4.2,8,7,0,15,4,25,1,1,2,2012,Big 12,0,1
11,11/22/2012 0:00,TCU,Away,Texas,W (20-13),W,20,13,7,10,70,82,0,48,217,4.5,2,58,299,5.2,3,11,1,15,6,70,0,1,1,2012,Big 12,1,0
12,12/1/2012 0:00,TCU,Home,Oklahoma,L (17-24),L,17,24,17,31,54.8,231,1,31,119,3.8,1,62,350,5.6,7,4,0,11,6,55,1,0,1,2012,Big 12,0,1
13,12/29/2012 0:00,TCU,N,Michigan State*,L (16-17),L,16,17,13,29,44.8,201,0,30,87,2.9,1,59,288,4.9,6,3,4,13,5,39,1,1,2,2012,,0,1
1,8/31/2013 0:00,TCU,N,Louisiana State,L (27-37),L,27,37,15,28,53.6,145,0,26,114,4.4,2,54,259,4.8,5,7,1,13,9,55,1,1,2,2013,,0,1
2,9/7/2013 0:00,TCU,Home,Southeastern Louisiana,W (38-17),W,38,17,17,28,60.7,233,2,38,169,4.4,3,66,402,6.1,10,7,3,20,5,50,0,0,0,2013,,1,0
3,9/12/2013 0:00,TCU,Away,Texas Tech,L (10-20),L,10,20,23,38,60.5,194,0,44,207,4.7,1,82,401,4.9,9,12,2,23,13,115,0,2,2,2013,Big 12,0,1
4,9/28/2013 0:00,TCU,Home,Southern Methodist,W (48-17),W,48,17,15,26,57.7,228,2,36,107,3,2,62,335,5.4,10,4,2,16,5,50,2,0,2,2013,,1,0
5,10/5/2013 0:00,TCU,Away,Oklahoma,L (17-20),L,17,20,16,26,61.5,166,0,27,44,1.6,2,53,210,4,5,3,2,10,5,25,0,0,0,2013,Big 12,0,1
6,10/12/2013 0:00,TCU,Home,Kansas,W (27-17),W,27,17,14,22,63.6,173,1,41,207,5,2,63,380,6,6,9,2,17,3,20,3,2,5,2013,Big 12,1,0
7,10/19/2013 0:00,TCU,Away,Oklahoma State,L (10-24),L,10,24,18,37,48.6,199,0,36,126,3.5,1,73,325,4.5,7,7,3,17,9,85,1,3,4,2013,Big 12,0,1
8,10/26/2013 0:00,TCU,Home,Texas,L (7-30),L,7,30,17,39,43.6,201,1,24,45,1.9,0,63,246,3.9,8,4,0,12,8,86,2,1,3,2013,Big 12,0,1
9,11/2/2013 0:00,TCU,Home,West Virginia,L (27-30),L,27,30,40,58,69,394,3,29,60,2.1,0,87,454,5.2,21,8,1,30,7,67,2,2,4,2013,Big 12,0,1
10,11/9/2013 0:00,TCU,Away,Iowa State,W (21-17),W,21,17,20,36,55.6,245,0,38,123,3.2,3,74,368,5,9,6,0,15,5,35,0,2,2,2013,Big 12,1,0
11,11/16/2013 0:00,TCU,Away,Kansas State,L (31-33),L,31,33,24,34,70.6,249,2,31,99,3.2,2,65,348,5.4,10,7,0,17,7,51,1,1,2,2013,Big 12,0,1
12,11/30/2013 0:00,TCU,Home,Baylor,L (38-41),L,38,41,21,47,44.7,288,3,33,122,3.7,2,80,410,5.1,11,6,6,23,3,10,1,3,4,2013,Big 12,0,1
1,8/30/2014 0:00,TCU,Home,Samford,W (48-14),W,48,14,33,50,66,355,3,46,200,4.3,3,96,555,5.8,17,15,1,33,4,60,1,1,2,2014,,1,0
2,9/13/2014 0:00,TCU,Home,Minnesota,W (30-7),W,30,7,27,46,58.7,258,2,27,169,6.3,1,73,427,5.8,13,8,1,22,8,72,1,1,2,2014,,1,0
3,9/27/2014 0:00,TCU,Away,Southern Methodist,W (56-0),W,56,0,28,43,65.1,349,5,38,265,7,3,81,614,7.6,18,12,1,31,5,48,0,0,0,2014,,1,0
4,10/4/2014 0:00,TCU,Home,Oklahoma,W (37-33),W,37,33,20,39,51.3,318,2,39,151,3.9,2,78,469,6,12,8,3,23,12,90,2,1,3,2014,Big 12,1,0
5,10/11/2014 0:00,TCU,Away,Baylor,L (58-61),L,58,61,22,48,45.8,346,1,41,139,3.4,4,89,485,5.4,12,7,4,23,8,110,1,0,1,2014,Big 12,0,1
6,10/18/2014 0:00,TCU,Home,Oklahoma State,W (42-9),W,42,9,27,42,64.3,415,3,40,261,6.5,3,82,676,8.2,12,13,1,26,5,45,0,1,1,2014,Big 12,1,0
7,10/25/2014 0:00,TCU,Home,Texas Tech,W (82-27),W,82,27,27,45,60,480,7,41,305,7.4,3,86,785,9.1,16,13,3,32,10,77,0,0,0,2014,Big 12,1,0
8,11/1/2014 0:00,TCU,Away,West Virginia,W (31-30),W,31,30,12,30,40,166,1,42,223,5.3,3,72,389,5.4,5,11,0,16,5,40,1,1,2,2014,Big 12,1,0
9,11/8/2014 0:00,TCU,Home,Kansas State,W (41-20),W,41,20,23,34,67.6,219,1,48,334,7,4,82,553,6.7,12,14,2,28,4,35,0,0,0,2014,Big 12,1,0
10,11/15/2014 0:00,TCU,Away,Kansas,W (34-30),W,34,30,26,36,72.2,330,1,36,133,3.7,2,72,463,6.4,13,10,1,24,5,40,2,1,3,2014,Big 12,1,0
11,11/27/2014 0:00,TCU,Away,Texas,W (48-10),W,48,10,20,34,58.8,233,2,31,135,4.4,2,65,368,5.7,10,5,1,16,6,45,1,1,2,2014,Big 12,1,0
12,12/6/2014 0:00,TCU,Home,Iowa State,W (55-3),W,55,3,33,45,73.3,525,5,38,197,5.2,1,83,722,8.7,20,12,1,33,5,50,1,1,2,2014,Big 12,1,0
13,12/31/2014 0:00,TCU,N,Mississippi*,W (42-3),W,42,3,27,37,73,246,4,42,177,4.2,1,79,423,5.4,13,11,0,24,5,55,1,3,4,2014,,1,0
1,9/3/2015 0:00,TCU,Away,Minnesota,W (23-17),W,23,17,26,42,61.9,246,1,44,203,4.6,1,86,449,5.2,13,10,2,25,9,50,1,1,2,2015,,1,0
2,9/12/2015 0:00,TCU,Home,Stephen F. Austin,W (70-7),W,70,7,26,37,70.3,403,5,45,224,5,4,82,627,7.6,14,16,0,30,3,43,0,1,1,2015,,1,0
3,9/19/2015 0:00,TCU,Home,Southern Methodist,W (56-37),W,56,37,21,30,70,454,5,41,266,6.5,3,71,720,10.1,16,12,0,28,9,115,0,1,1,2015,,1,0
4,9/26/2015 0:00,TCU,Away,Texas Tech,W (55-52),W,55,52,35,56,62.5,503,4,47,247,5.3,3,103,750,7.3,24,13,1,38,10,110,0,0,0,2015,Big 12,1,0
5,10/3/2015 0:00,TCU,Home,Texas,W (50-7),W,50,7,22,38,57.9,376,6,42,228,5.4,0,80,604,7.6,18,12,1,31,8,84,0,0,0,2015,Big 12,1,0
6,10/10/2015 0:00,TCU,Away,Kansas State,W (52-45),W,52,45,20,30,66.7,301,2,23,242,10.5,4,53,543,10.2,13,7,2,22,11,81,0,2,2,2015,Big 12,1,0
7,10/17/2015 0:00,TCU,Away,Iowa State,W (45-21),W,45,21,28,34,82.4,444,4,41,177,4.3,2,75,621,8.3,20,7,3,30,7,75,1,0,1,2015,Big 12,1,0
8,10/29/2015 0:00,TCU,Home,West Virginia,W (40-10),W,40,10,32,48,66.7,388,3,40,228,5.7,1,88,616,7,18,12,5,35,9,100,0,0,0,2015,Big 12,1,0
9,11/7/2015 0:00,TCU,Away,Oklahoma State,L (29-49),L,29,49,35,58,60.3,445,1,52,218,4.2,3,110,663,6,21,12,3,36,7,70,0,4,4,2015,Big 12,0,1
10,11/14/2015 0:00,TCU,Home,Kansas,W (23-17),W,23,17,19,34,55.9,208,1,58,279,4.8,0,92,487,5.3,9,15,1,25,3,27,0,1,1,2015,Big 12,1,0
11,11/21/2015 0:00,TCU,Away,Oklahoma,L (29-30),L,29,30,13,29,44.8,229,3,36,161,4.5,1,65,390,6,5,9,2,16,2,19,1,3,4,2015,Big 12,0,1
12,11/27/2015 0:00,TCU,Home,Baylor,W (28-21),W,28,21,18,33,54.5,148,2,46,154,3.3,1,79,302,3.8,5,8,2,15,8,65,1,1,2,2015,Big 12,1,0
13,1/2/2016 0:00,TCU,N,Oregon*,W (47-41),W,47,41,30,47,63.8,371,2,47,174,3.7,3,94,545,5.8,14,12,1,27,8,83,0,1,1,2016,,1,0
1,9/3/2016 0:00,TCU,Home,South Dakota State,W (59-41),W,59,41,33,50,66,439,2,37,223,6,5,87,662,7.6,22,11,2,35,12,125,0,2,2,2016,,1,0
2,9/10/2016 0:00,TCU,Home,Arkansas,L (38-41),L,38,41,36,58,62.1,377,1,32,195,6.1,4,90,572,6.4,19,6,0,25,9,95,1,1,2,2016,,0,1
3,9/17/2016 0:00,TCU,Home,Iowa State,W (41-20),W,41,20,22,35,62.9,252,1,37,229,6.2,4,72,481,6.7,12,8,2,22,5,50,0,0,0,2016,Big 12,1,0
4,9/23/2016 0:00,TCU,Away,Southern Methodist,W (33-3),W,33,3,32,47,68.1,452,2,31,137,4.4,1,78,589,7.6,16,8,1,25,8,65,0,1,1,2016,,1,0
5,10/1/2016 0:00,TCU,Home,Oklahoma,L (46-52),L,46,52,26,45,57.8,449,5,29,65,2.2,1,74,514,6.9,14,4,1,19,9,64,0,1,1,2016,Big 12,0,1
6,10/8/2016 0:00,TCU,Away,Kansas,W (24-23),W,24,23,17,32,53.1,206,1,34,160,4.7,2,66,366,5.5,7,9,2,18,7,79,1,3,4,2016,Big 12,1,0
7,10/22/2016 0:00,TCU,Away,West Virginia,L (10-34),L,10,34,18,31,58.1,148,1,29,152,5.2,0,60,300,5,6,11,1,18,10,67,2,1,3,2016,Big 12,0,1
8,10/29/2016 0:00,TCU,Home,Texas Tech,L (24-27),L,24,27,22,47,46.8,246,1,39,172,4.4,2,86,418,4.9,14,11,0,25,4,25,0,1,1,2016,Big 12,0,1
9,11/5/2016 0:00,TCU,Away,Baylor,W (62-22),W,62,22,18,31,58.1,257,1,59,431,7.3,6,90,688,7.6,9,21,4,34,7,55,0,0,0,2016,Big 12,1,0
10,11/19/2016 0:00,TCU,Home,Oklahoma State,L (6-31),L,6,31,20,33,60.6,198,1,39,145,3.7,0,72,343,4.8,9,7,2,18,4,49,0,2,2,2016,Big 12,0,1
11,11/25/2016 0:00,TCU,Away,Texas,W (31-9),W,31,9,16,30,53.3,178,0,46,309,6.7,4,76,487,6.4,10,13,2,25,7,68,0,1,1,2016,Big 12,1,0
12,12/3/2016 0:00,TCU,Home,Kansas State,L (6-30),L,6,30,17,36,47.2,138,0,37,142,3.8,0,73,280,3.8,5,8,2,15,4,45,0,1,1,2016,Big 12,0,1
13,12/30/2016 0:00,TCU,N,Georgia*,L (23-31),L,23,31,18,28,64.3,146,2,39,175,4.5,1,67,321,4.8,7,8,2,17,2,10,2,0,2,2016,,0,1
1,9/2/2017 0:00,TCU,Home,Jackson State,W (63-0),W,63,0,23,30,76.7,300,6,36,242,6.7,1,66,542,8.2,11,13,0,24,5,51,0,1,1,2017,,1,0
2,9/9/2017 0:00,TCU,Away,Arkansas,W (28-7),W,28,7,21,31,67.7,166,0,42,195,4.6,4,73,361,4.9,8,15,1,24,6,60,1,1,2,2017,,1,0
3,9/16/2017 0:00,TCU,Home,Southern Methodist,W (56-36),W,56,36,24,30,80,365,4,49,254,5.2,3,79,619,7.8,16,13,1,30,11,94,3,0,3,2017,,1,0
4,9/23/2017 0:00,TCU,Away,Oklahoma State,W (44-31),W,44,31,22,33,66.7,228,1,52,238,4.6,4,85,466,5.5,12,14,6,32,4,23,0,1,1,2017,Big 12,1,0
5,10/7/2017 0:00,TCU,Home,West Virginia,W (31-24),W,31,24,16,29,55.2,236,2,36,170,4.7,2,65,406,6.2,9,7,0,16,5,51,0,0,0,2017,Big 12,1,0
6,10/14/2017 0:00,TCU,Away,Kansas State,W (26-6),W,26,6,27,37,73,297,0,36,98,2.7,3,73,395,5.4,11,5,1,17,7,51,1,0,1,2017,Big 12,1,0
7,10/21/2017 0:00,TCU,Home,Kansas,W (43-0),W,43,0,20,28,71.4,284,5,42,191,4.5,0,70,475,6.8,11,10,1,22,7,55,0,0,0,2017,Big 12,1,0
8,10/28/2017 0:00,TCU,Away,Iowa State,L (7-14),L,7,14,12,25,48,135,0,34,172,5.1,0,59,307,5.2,7,6,1,14,11,104,1,2,3,2017,Big 12,0,1
9,11/4/2017 0:00,TCU,Home,Texas,W (24-7),W,24,7,19,27,70.4,166,0,46,177,3.8,3,73,343,4.7,7,8,2,17,9,49,0,0,0,2017,Big 12,1,0
10,11/11/2017 0:00,TCU,Away,Oklahoma,L (20-38),L,20,38,14,29,48.3,269,1,32,155,4.8,2,61,424,7,7,10,2,19,7,60,0,0,0,2017,Big 12,0,1
11,11/18/2017 0:00,TCU,Away,Texas Tech,W (27-3),W,27,3,6,17,35.3,85,1,42,204,4.9,1,59,289,4.9,4,10,3,17,6,55,1,0,1,2017,Big 12,1,0
12,11/24/2017 0:00,TCU,Home,Baylor,W (45-22),W,45,22,26,36,72.2,325,3,36,112,3.1,3,72,437,6.1,13,9,3,25,3,23,0,0,0,2017,Big 12,1,0
13,12/2/2017 0:00,TCU,Away,Oklahoma,L (17-41),L,17,41,27,37,73,234,2,24,83,3.5,0,61,317,5.2,14,5,1,20,7,70,1,1,2,2017,Big 12,0,1
14,12/28/2017 0:00,TCU,Home,Stanford*,W (39-37),W,39,37,28,41,68.3,341,3,26,147,5.7,1,67,488,7.3,13,8,0,21,1,4,1,2,3,2017,,1,0
1,9/1/2018 0:00,TCU,Home,Southern,W (55-7),W,55,7,21,32,65.6,264,4,42,235,5.6,2,74,499,6.7,16,12,2,30,5,48,0,0,0,2018,,1,0
2,9/7/2018 0:00,TCU,Away,Southern Methodist,W (42-12),W,42,12,15,28,53.6,146,1,42,247,5.9,3,70,393,5.6,5,17,1,23,4,35,1,1,2,2018,,1,0
3,9/15/2018 0:00,TCU,N,Ohio State,L (28-40),L,28,40,24,40,60,308,1,36,203,5.6,3,76,511,6.7,13,8,1,22,5,40,1,2,3,2018,,0,1
4,9/22/2018 0:00,TCU,Away,Texas,L (16-31),L,16,31,20,39,51.3,231,1,32,141,4.4,0,71,372,5.2,9,7,0,16,3,30,1,3,4,2018,Big 12,0,1
5,9/29/2018 0:00,TCU,Home,Iowa State,W (17-14),W,17,14,21,29,72.4,182,1,46,117,2.5,0,75,299,4,10,9,0,19,5,55,2,1,3,2018,Big 12,1,0
6,10/11/2018 0:00,TCU,Home,Texas Tech,L (14-17),L,14,17,26,45,57.8,290,2,32,121,3.8,0,77,411,5.3,12,6,2,20,8,63,1,2,3,2018,Big 12,0,1
7,10/20/2018 0:00,TCU,Home,Oklahoma,L (27-52),L,27,52,10,25,40,163,2,30,112,3.7,0,55,275,5,6,5,1,12,2,10,0,1,1,2018,Big 12,0,1
8,10/27/2018 0:00,TCU,Away,Kansas,L (26-27),L,26,27,23,33,69.7,351,1,39,153,3.9,2,72,504,7,17,7,3,27,5,57,1,1,2,2018,Big 12,0,1
9,11/3/2018 0:00,TCU,Home,Kansas State,W (14-13),W,14,13,17,33,51.5,218,1,26,57,2.2,1,59,275,4.7,8,5,0,13,2,15,1,0,1,2018,Big 12,1,0
10,11/10/2018 0:00,TCU,Away,West Virginia,L (10-47),L,10,47,22,37,59.5,229,1,24,-7,-0.3,0,61,222,3.6,9,3,0,12,2,15,2,0,2,2018,Big 12,0,1
11,11/17/2018 0:00,TCU,Away,Baylor,W (16-9),W,16,9,15,21,71.4,151,1,42,160,3.8,1,63,311,4.9,4,10,0,14,8,80,0,0,0,2018,Big 12,1,0
12,11/24/2018 0:00,TCU,Home,Oklahoma State,W (31-24),W,31,24,16,25,64,180,2,45,243,5.4,1,70,423,6,8,11,3,22,4,30,1,0,1,2018,Big 12,1,0
13,12/26/2018 0:00,TCU,N,California*,W (10-7),W,10,7,8,21,38.1,28,0,59,262,4.4,1,80,290,3.6,2,14,0,16,3,30,0,4,4,2018,,1,0
1,8/31/2019 0:00,TCU,Home,Arkansas-Pine Bluff,W (39-7),W,39,7,26,45,57.8,284,1,36,200,5.6,2,81,484,6,10,11,4,25,1,5,2,0,2,2019,,1,0
2,9/14/2019 0:00,TCU,Away,Purdue,W (34-13),W,34,13,8,24,33.3,75,1,58,346,6,3,82,421,5.1,5,17,1,23,7,60,0,1,1,2019,,1,0
3,9/21/2019 0:00,TCU,Home,Southern Methodist,L (38-41),L,38,41,16,36,44.4,188,3,42,236,5.6,2,78,424,5.4,11,10,2,23,5,60,3,0,3,2019,,0,1
4,9/28/2019 0:00,TCU,Home,Kansas,W (51-14),W,51,14,19,27,70.4,306,2,61,319,5.2,4,88,625,7.1,14,15,0,29,10,95,0,0,0,2019,Big 12,1,0
5,10/5/2019 0:00,TCU,Away,Iowa State,L (24-49),L,24,49,21,30,70,221,2,33,108,3.3,1,63,329,5.2,8,7,2,17,9,88,2,0,2,2019,Big 12,0,1
6,10/19/2019 0:00,TCU,Away,Kansas State,L (17-24),L,17,24,18,31,58.1,138,0,40,228,5.7,2,71,366,5.2,6,12,4,22,5,38,0,0,0,2019,Big 12,0,1
7,10/26/2019 0:00,TCU,Home,Texas,W (37-27),W,37,27,19,27,70.4,273,2,41,162,4,2,68,435,6.4,11,10,1,22,4,46,1,1,2,2019,Big 12,1,0
8,11/2/2019 0:00,TCU,Away,Oklahoma State,L (27-34),L,27,34,23,43,53.5,287,1,39,163,4.2,2,82,450,5.5,10,10,2,22,5,65,1,3,4,2019,Big 12,0,1
9,11/9/2019 0:00,TCU,Home,Baylor,L (23-29),L,23,29,14,32,43.8,140,1,49,168,3.4,1,81,308,3.8,7,9,2,18,11,125,0,3,3,2019,Big 12,0,1
10,11/16/2019 0:00,TCU,Away,Texas Tech,W (33-31),W,33,31,25,42,59.5,323,2,53,226,4.3,1,95,549,5.8,15,12,1,28,7,60,0,0,0,2019,Big 12,1,0
11,11/23/2019 0:00,TCU,Away,Oklahoma,L (24-28),L,24,28,7,21,33.3,65,0,24,139,5.8,2,45,204,4.5,3,5,3,11,4,25,0,1,1,2019,Big 12,0,1
12,11/29/2019 0:00,TCU,Home,West Virginia,L (17-20),L,17,20,15,37,40.5,144,0,34,153,4.5,1,71,297,4.2,7,9,1,17,10,69,0,2,2,2019,Big 12,0,1
1,9/26/2020 0:00,TCU,Home,Iowa State,L (34-37),L,34,37,27,40,67.5,399,4,43,113,2.6,0,83,512,6.2,16,10,1,27,10,66,1,1,2,2020,Big 12,0,1
2,10/3/2020 0:00,TCU,Away,Texas,W (33-31),W,33,31,20,30,66.7,231,0,51,227,4.5,3,81,458,5.7,10,13,2,25,14,109,1,0,1,2020,Big 12,1,0
3,10/10/2020 0:00,TCU,Home,Kansas State,L (14-21),L,14,21,22,38,57.9,153,0,37,189,5.1,2,75,342,4.6,9,8,3,20,5,38,0,1,1,2020,Big 12,0,1
4,10/24/2020 0:00,TCU,Home,Oklahoma,L (14-33),L,14,33,25,35,71.4,276,1,25,75,3,1,60,351,5.9,9,5,4,18,10,94,0,0,0,2020,Big 12,0,1
5,10/31/2020 0:00,TCU,Away,Baylor,W (33-23),W,33,23,14,23,60.9,138,1,44,247,5.6,2,67,385,5.7,7,11,2,20,7,64,1,0,1,2020,Big 12,1,0
6,11/7/2020 0:00,TCU,Home,Texas Tech,W (34-18),W,34,18,11,23,47.8,73,0,49,270,5.5,4,72,343,4.8,3,8,3,14,7,75,0,1,1,2020,Big 12,1,0
7,11/14/2020 0:00,TCU,Away,West Virginia,L (6-24),L,6,24,16,29,55.2,161,0,34,134,3.9,0,63,295,4.7,6,11,2,19,3,25,1,1,2,2020,Big 12,0,1
8,11/28/2020 0:00,TCU,Away,Kansas,W (59-23),W,59,23,6,15,40,106,3,41,337,8.2,2,56,443,7.9,3,13,0,16,10,77,0,0,0,2020,Big 12,1,0
9,12/5/2020 0:00,TCU,Home,Oklahoma State,W (29-22),W,29,22,12,26,46.2,265,1,52,236,4.5,3,78,501,6.4,7,14,1,22,4,40,4,1,5,2020,Big 12,1,0
10,12/12/2020 0:00,TCU,Home,Louisiana Tech,W (52-10),W,52,10,11,14,78.6,161,1,35,333,9.5,6,49,494,10.1,5,9,1,15,7,45,1,0,1,2020,,1,0
1,9/4/2021 0:00,TCU,Home,Duquesne,W (45-3),W,45,3,18,24,75,253,2,38,178,4.7,4,62,431,7,13,9,4,26,5,45,0,1,1,2021,,1,0
2,9/11/2021 0:00,TCU,Home,California,W (34-32),W,34,32,17,31,54.8,234,3,50,271,5.4,2,81,505,6.2,11,16,4,31,6,59,0,1,1,2021,,1,0
3,9/25/2021 0:00,TCU,Home,Southern Methodist,L (34-42),L,34,42,16,28,57.1,276,3,30,170,5.7,1,58,446,7.7,13,6,1,20,9,61,1,0,1,2021,,0,1
